time (seconds),encoderLeft (meters),encoderRight (meters)
2202.407,43.815425872802734,37.8869743347168
2202.499,43.817771911621094,37.884620666503906
2202.604,43.82012176513672,37.88227081298828
2202.714,43.82246780395508,37.879920959472656
2202.8,43.8248176574707,37.877567291259766
2202.899,43.82716369628906,37.87521743774414
2202.999,43.82951354980469,37.87286376953125
2203.099,43.83185958862305,37.870513916015625
2203.201,43.83420944213867,37.868160247802734
2203.301,43.83655548095703,37.86581039428711
2203.403,43.838905334472656,37.863460540771484
2203.502,43.841251373291016,37.861106872558594
2203.603,43.84360122680664,37.85875701904297
2203.697,43.845947265625,37.85640335083008
2203.798,43.848297119140625,37.85405349731445
2203.901,43.850643157958984,37.85169982910156
2204.001,43.85299301147461,37.84934997558594
2204.101,43.85533905029297,37.84700012207031
2204.202,43.857688903808594,37.84464645385742
2204.302,43.86003875732422,37.8422966003418
2204.401,43.86238479614258,37.839942932128906
2204.503,43.8647346496582,37.83759307861328
2204.616,43.86708068847656,37.83523941040039
2204.703,43.86943054199219,37.832889556884766
2204.806,43.87177658081055,37.83053970336914
2204.901,43.87412643432617,37.82818603515625
2204.999,43.88882064819336,37.8414192199707
2205.101,43.908817291259766,37.861419677734375
2205.201,43.92881774902344,37.88141632080078
2205.314,43.948814392089844,37.90141677856445
2205.402,43.968814849853516,37.92141342163086
2205.499,43.98881530761719,37.94141387939453
2205.601,44.008811950683594,37.96141052246094
2205.701,44.028812408447266,37.98141098022461
2205.801,44.03483200073242,37.98743438720703
2205.901,44.03318786621094,37.98907470703125
2206.006,44.03083801269531,37.991424560546875
2206.107,44.02848434448242,37.9937744140625
2206.203,44.0261344909668,37.99612045288086
2206.312,44.02378463745117,37.998470306396484
2206.403,44.03702163696289,38.013160705566406
2206.509,44.0570182800293,38.03316116333008
2206.607,44.07701873779297,38.05316162109375
2206.719,44.097015380859375,38.073158264160156
2206.805,44.11701583862305,38.09315872192383
2206.924,44.13701629638672,38.113155364990234
2207.006,44.143035888671875,38.119178771972656
2207.111,44.14139175415039,38.120819091796875
2207.214,44.1390380859375,38.1231689453125
2207.31,44.136688232421875,38.125518798828125
2207.399,44.13433837890625,38.127864837646484
2207.5,44.14757537841797,38.14255905151367
2207.602,44.167572021484375,38.16255569458008
2207.702,44.18757247924805,38.18255615234375
2207.801,44.20756912231445,38.202552795410156
2207.901,44.227569580078125,38.22255325317383
2207.992,44.23358917236328,38.22857666015625
2208.1,44.2319450378418,38.23021697998047
2208.205,44.22959518432617,38.232566833496094
2208.301,44.22724533081055,38.23491668701172
2208.402,44.240478515625,38.249603271484375
2208.501,44.260475158691406,38.26960372924805
2208.601,44.28047561645508,38.28960037231445
2208.701,44.300472259521484,38.309600830078125
2208.801,44.304874420166016,38.3172492980957
2208.902,44.30252456665039,38.31959915161133
2209.021,44.300174713134766,38.32194900512695
2209.11,44.297821044921875,38.32429504394531
2209.201,44.29547119140625,38.32664489746094
2209.301,44.3087043762207,38.34133529663086
2209.401,44.328704833984375,38.361331939697266
2209.49,44.33310317993164,38.36898422241211
2209.601,44.330753326416016,38.371334075927734
2209.703,44.34398651123047,38.38602066040039
2209.803,44.363983154296875,38.4060173034668
2209.904,44.38398361206055,38.42601776123047
2210.002,44.391632080078125,38.430419921875
2210.109,44.40632247924805,38.44364929199219
2210.207,44.4123420715332,38.44967269897461
2210.301,44.41069793701172,38.451316833496094
2210.402,44.42393112182617,38.46600341796875
2210.501,44.44392776489258,38.48600387573242
2210.602,44.46392822265625,38.50600051879883
2210.701,44.469947814941406,38.51202392578125
2210.801,44.46830368041992,38.51366424560547
2210.909,44.4659538269043,38.516014099121094
2211.002,44.479183197021484,38.53070068359375
2211.101,44.48683166503906,38.53510665893555
2211.201,44.48917770385742,38.532752990722656
2211.305,44.49152755737305,38.53040313720703
2211.408,44.493873596191406,38.52804946899414
2211.507,44.49457931518555,38.52734375
2211.601,44.49293518066406,38.52898406982422
2211.701,44.49222946166992,38.52968978881836
2211.801,44.492225646972656,38.52968978881836
2211.904,44.492225646972656,38.529685974121094
2212,44.492225646972656,38.529685974121094
2212.104,44.49222183227539,38.529685974121094
2212.201,44.49222183227539,38.52968215942383
2212.292,44.49222183227539,38.52968215942383
2212.404,44.49222183227539,38.52968215942383
2212.496,44.492218017578125,38.52967834472656
2212.607,44.492218017578125,38.52967834472656
2212.699,44.50617599487305,38.54363250732422
2212.807,44.52617645263672,38.56363296508789
2212.895,44.532196044921875,38.56965637207031
2213.003,44.532196044921875,38.56965255737305
2213.105,44.532196044921875,38.56965255737305
2213.207,44.53219223022461,38.56964874267578
2213.302,44.5461540222168,38.5836067199707
2213.4,44.55217742919922,38.58963394165039
2213.501,44.56613540649414,38.60358810424805
2213.602,44.58613586425781,38.62358856201172
2213.695,44.59215545654297,38.62961196899414
2213.794,44.59215545654297,38.62961196899414
2213.9,44.60611343383789,38.6435661315918
2214.007,44.61213684082031,38.649593353271484
2214.1,44.61213302612305,38.64958953857422
2214.2,44.61213302612305,38.64958953857422
2214.308,44.61213302612305,38.64958953857422
2214.401,44.61212921142578,38.64958572387695
2214.508,44.61212921142578,38.64958572387695
2214.601,44.61212921142578,38.64958190917969
2214.701,44.6260871887207,38.66353988647461
2214.802,44.646087646484375,38.68354034423828
2214.902,44.66608428955078,38.70353698730469
2215.001,44.68608474731445,38.72353744506836
2215.101,44.70608139038086,38.743534088134766
2215.201,44.71210479736328,38.74955749511719
2215.301,44.712100982666016,38.74955749511719
2215.399,44.712100982666016,38.74955368041992
2215.501,44.7260627746582,38.763511657714844
2215.606,44.73208236694336,38.76953887939453
2215.706,44.73208236694336,38.769535064697266
2215.801,44.73208236694336,38.769535064697266
2215.903,44.732078552246094,38.76953125
2216.002,44.732078552246094,38.76953125
2216.102,44.732078552246094,38.76953125
2216.201,44.73207473754883,38.769527435302734
2216.302,44.73207473754883,38.769527435302734
2216.403,44.73207473754883,38.769527435302734
2216.501,44.73207092285156,38.76952362060547
2216.599,44.73207092285156,38.76952362060547
2216.701,44.73207092285156,38.76952362060547
2216.8,44.7320671081543,38.7695198059082
2216.901,44.746028900146484,38.78347396850586
2217,44.75204849243164,38.78950119018555
2217.098,44.75204849243164,38.78949737548828
2217.2,44.75204849243164,38.78949737548828
2217.301,44.76600646972656,38.8034553527832
2217.405,44.786006927490234,38.82345199584961
2217.5,44.79202651977539,38.82947540283203
2217.601,44.79202651977539,38.82947540283203
2217.701,44.80598449707031,38.84343338012695
2217.801,44.825984954833984,38.86343002319336
2217.897,44.83200454711914,38.86945343017578
2218.002,44.83200454711914,38.86945343017578
2218.101,44.84596252441406,38.8834114074707
2218.201,44.865962982177734,38.90340805053711
2218.301,44.87198257446289,38.90943145751953
2218.408,44.87198257446289,38.90943145751953
2218.511,44.87198257446289,38.909427642822266
2218.602,44.871978759765625,38.909427642822266
2218.701,44.88594055175781,38.92338562011719
2218.798,44.891963958740234,38.92940902709961
2218.901,44.89196014404297,38.92940902709961
2219.008,44.89196014404297,38.929405212402344
2219.1,44.905921936035156,38.943363189697266
2219.201,44.92591857910156,38.96336364746094
2219.302,44.93193817138672,38.96938705444336
2219.401,44.93193817138672,38.969383239746094
2219.501,44.945899963378906,38.983341217041016
2219.606,44.96589660644531,39.00334167480469
2219.701,44.97191619873047,39.00936508178711
2219.79,44.97191619873047,39.009361267089844
2219.902,44.985877990722656,39.02332305908203
2220.004,44.99190139770508,39.02934646606445
2220.101,45.005859375,39.043304443359375
2220.213,45.01188278198242,39.0493278503418
2220.289,45.01188278198242,39.0493278503418
2220.41,45.025840759277344,39.06328201293945
2220.514,45.031864166259766,39.06930923461914
2220.61,45.04582595825195,39.0832633972168
2220.706,45.05184555053711,39.089290618896484
2220.799,45.05184555053711,39.08928680419922
2220.9,45.051841735839844,39.08928680419922
2221.001,45.051841735839844,39.08928680419922
2221.101,45.06580352783203,39.10324478149414
2221.202,45.07182693481445,39.10926818847656
2221.301,45.07182693481445,39.1092643737793
2221.41,45.07182312011719,39.1092643737793
2221.492,45.07182312011719,39.1092643737793
2221.601,45.07182312011719,39.10926055908203
2221.701,45.08578109741211,39.12321853637695
2221.805,45.10578155517578,39.143218994140625
2221.902,45.11180114746094,39.14924240112305
2222.001,45.125762939453125,39.16320037841797
2222.101,45.14575958251953,39.183197021484375
2222.201,45.15177917480469,39.1892204284668
2222.316,45.165740966796875,39.203182220458984
2222.4,45.17176055908203,39.209205627441406
2222.505,45.17176055908203,39.209205627441406
2222.604,45.17176055908203,39.20920181274414
2222.703,45.18571853637695,39.22315979003906
2222.822,45.191741943359375,39.229183197021484
2222.906,45.191741943359375,39.229183197021484
2223.017,45.19173812866211,39.229183197021484
2223.115,45.19173812866211,39.22917938232422
2223.202,45.19173812866211,39.22917938232422
2223.303,45.191734313964844,39.22917556762695
2223.401,45.2056999206543,39.243133544921875
2223.505,45.2256965637207,39.26313400268555
2223.604,45.231719970703125,39.26915740966797
2223.704,45.23171615600586,39.26915740966797
2223.802,45.24567794799805,39.283111572265625
2223.896,45.26567459106445,39.3031120300293
2223.999,45.271697998046875,39.30913543701172
2224.099,45.27169418334961,39.30913162231445
2224.202,45.27169418334961,39.30913162231445
2224.302,45.2856559753418,39.32309341430664
2224.397,45.3056526184082,39.34309005737305
2224.503,45.31167221069336,39.34911346435547
2224.602,45.31167221069336,39.34911346435547
2224.701,45.31167221069336,39.3491096496582
2224.807,45.311668395996094,39.3491096496582
2224.901,45.311668395996094,39.3491096496582
2225.003,45.311668395996094,39.34910583496094
2225.103,45.31166458129883,39.34910583496094
2225.203,45.31166458129883,39.34910583496094
2225.301,45.31166458129883,39.34910202026367
2225.402,45.31166076660156,39.34910202026367
2225.501,45.32562255859375,39.363059997558594
2225.601,45.331642150878906,39.369083404541016
2225.701,45.331642150878906,39.36907958984375
2225.801,45.345603942871094,39.38303756713867
2225.902,45.3656005859375,39.403038024902344
2226.001,45.37162399291992,39.409061431884766
2226.101,45.385581970214844,39.42301559448242
2226.2,45.405582427978516,39.443016052246094
2226.297,45.41160202026367,39.449039459228516
2226.404,45.41160202026367,39.449039459228516
2226.502,45.411598205566406,39.44903564453125
2226.603,45.411598205566406,39.44903564453125
2226.703,45.411598205566406,39.44903564453125
2226.8,45.41159439086914,39.449031829833984
2226.902,45.41159439086914,39.449031829833984
2227.001,45.41159439086914,39.44902801513672
2227.103,45.411590576171875,39.44902801513672
2227.199,45.411590576171875,39.44902801513672
2227.303,45.411590576171875,39.44902420043945
2227.401,45.41158676147461,39.44902420043945
2227.508,45.4255485534668,39.46297836303711
2227.608,45.43157196044922,39.4690055847168
2227.706,45.43157196044922,39.46900177001953
2227.806,45.43156814575195,39.46900177001953
2227.904,45.43156814575195,39.46900177001953
2228.001,45.43156814575195,39.468997955322266
2228.102,45.43156433105469,39.468997955322266
2228.203,45.43156433105469,39.468997955322266
2228.317,45.43156433105469,39.468994140625
2228.408,45.44552230834961,39.48295211791992
2228.511,45.45154571533203,39.488975524902344
2228.613,45.46550369262695,39.502933502197266
2228.706,45.471527099609375,39.50895690917969
2228.815,45.47152328491211,39.50895690917969
2228.904,45.47152328491211,39.50895309448242
2229.005,45.47152328491211,39.50895309448242
2229.114,45.471519470214844,39.508949279785156
2229.211,45.48548126220703,39.52290725708008
2229.309,45.49150085449219,39.5289306640625
2229.399,45.49150085449219,39.5289306640625
2229.5,45.50545883178711,39.54288864135742
2229.601,45.51148223876953,39.548912048339844
2229.704,45.51148223876953,39.548912048339844
2229.801,45.52544021606445,39.5628662109375
2229.9,45.531463623046875,39.56889343261719
2229.999,45.53145980834961,39.56888961791992
2230.1,45.54542541503906,39.582847595214844
2230.196,45.55144500732422,39.58887481689453
2230.295,45.565406799316406,39.60282897949219
2230.399,45.57142639160156,39.60885238647461
2230.509,45.57142639160156,39.60885238647461
2230.604,45.5714225769043,39.60885238647461
2230.702,45.5714225769043,39.608848571777344
2230.806,45.5714225769043,39.608848571777344
2230.906,45.57141876220703,39.608848571777344
2231.007,45.57141876220703,39.60884475708008
2231.101,45.57141876220703,39.60884475708008
2231.196,45.58537673950195,39.622798919677734
2231.299,45.605377197265625,39.642799377441406
2231.402,45.61139678955078,39.64882278442383
2231.502,45.6253547668457,39.66278076171875
2231.602,45.645355224609375,39.682777404785156
2231.7,45.65137481689453,39.68880081176758
2231.806,45.65137481689453,39.68880081176758
2231.901,45.65137481689453,39.68879699707031
2232.001,45.651371002197266,39.68879699707031
2232.103,45.66533279418945,39.702754974365234
2232.202,45.67135238647461,39.708778381347656
2232.303,45.67135238647461,39.708778381347656
2232.402,45.67135238647461,39.70877456665039
2232.503,45.68531036376953,39.72273254394531
2232.613,45.69133377075195,39.728755950927734
2232.7,45.69132995605469,39.728755950927734
2232.803,45.69132995605469,39.728755950927734
2232.9,45.69132995605469,39.72875213623047
2232.996,45.69132614135742,39.72875213623047
2233.101,45.69132614135742,39.7287483215332
2233.2,45.70528793334961,39.742706298828125
2233.297,45.711307525634766,39.74872970581055
2233.4,45.711307525634766,39.74872970581055
2233.498,45.711307525634766,39.74872970581055
2233.597,45.72526550292969,39.76268768310547
2233.702,45.73128890991211,39.768714904785156
2233.8,45.731285095214844,39.76871109008789
2233.9,45.731285095214844,39.76871109008789
2233.997,45.745243072509766,39.78266906738281
2234.098,45.75126647949219,39.788692474365234
2234.199,45.75126647949219,39.788692474365234
2234.301,45.75126266479492,39.78868865966797
2234.4,45.75126266479492,39.78868865966797
2234.503,45.75126266479492,39.78868865966797
2234.604,45.751258850097656,39.7886848449707
2234.709,45.751258850097656,39.7886848449707
2234.81,45.751258850097656,39.7886848449707
2234.89,45.75125503540039,39.78868103027344
2234.992,45.75125503540039,39.78868103027344
2235.102,45.75125503540039,39.78868103027344
2235.201,45.751251220703125,39.78867721557617
2235.304,45.751251220703125,39.78867721557617
2235.401,45.751251220703125,39.78867721557617
2235.501,45.75124740600586,39.788673400878906
2235.602,45.76520919799805,39.80263137817383
2235.702,45.7712287902832,39.80865478515625
2235.802,45.7712287902832,39.80865478515625
2235.901,45.7712287902832,39.808650970458984
2235.994,45.77122497558594,39.808650970458984
2236.104,45.785186767578125,39.822608947753906
2236.201,45.79120635986328,39.82863235473633
2236.301,45.79120635986328,39.82863235473633
2236.4,45.8051643371582,39.84259033203125
2236.5,45.811187744140625,39.84861373901367
2236.603,45.811187744140625,39.84861373901367
2236.704,45.81118392944336,39.848609924316406
2236.801,45.81118392944336,39.848609924316406
2236.899,45.81118392944336,39.84860610961914
2237.002,45.811180114746094,39.84860610961914
2237.101,45.82514190673828,39.86256408691406
2237.203,45.83116149902344,39.868587493896484
2237.301,45.845123291015625,39.882545471191406
2237.401,45.86511993408203,39.90254211425781
2237.501,45.8851203918457,39.922542572021484
2237.601,45.89113998413086,39.928565979003906
2237.702,45.90510177612305,39.94252014160156
2237.804,45.9111213684082,39.94854736328125
2237.901,45.9111213684082,39.948543548583984
2238.002,45.9111213684082,39.948543548583984
2238.101,45.91111755371094,39.948543548583984
2238.202,45.925079345703125,39.962501525878906
2238.301,45.93109893798828,39.96852493286133
2238.401,45.93109893798828,39.96852111816406
2238.501,45.93109893798828,39.96852111816406
2238.608,45.9450569152832,39.982479095458984
2238.702,45.951080322265625,39.988502502441406
2238.805,45.95107650756836,39.98849868774414
2238.902,45.95107650756836,39.98849868774414
2239.002,45.95107650756836,39.98849868774414
2239.105,45.951072692871094,39.988494873046875
2239.203,45.951072692871094,39.988494873046875
2239.304,45.951072692871094,39.988494873046875
2239.408,45.95106887817383,39.98849105834961
2239.495,45.95106887817383,39.98849105834961
2239.601,45.95106887817383,39.98849105834961
2239.699,45.95106506347656,39.988487243652344
2239.8,45.95106506347656,39.988487243652344
2239.907,45.95106506347656,39.988487243652344
2240.001,45.95106506347656,39.98848342895508
2240.099,45.9510612487793,39.98848342895508
2240.201,45.9510612487793,39.98848342895508
2240.302,45.96501922607422,40.002437591552734
2240.401,45.9710578918457,40.008453369140625
2240.507,45.9710578918457,40.00844955444336
2240.607,45.9710578918457,40.00844955444336
2240.705,45.97105407714844,40.008445739746094
2240.801,45.97105407714844,40.00844192504883
2240.903,45.97105026245117,40.00843811035156
2241.001,45.97105026245117,40.00843811035156
2241.113,45.97105026245117,40.0084342956543
2241.201,45.971046447753906,40.00843048095703
2241.302,45.971046447753906,40.008426666259766
2241.409,45.97104263305664,40.0084228515625
2241.506,45.97104263305664,40.008419036865234
2241.601,45.97104263305664,40.00841522216797
2241.701,45.971038818359375,40.00840759277344
2241.801,45.97103500366211,40.00840377807617
2241.907,45.97103500366211,40.00839614868164
2242.006,45.971031188964844,40.008392333984375
2242.101,45.971031188964844,40.008384704589844
2242.204,45.97102737426758,40.00838088989258
2242.301,45.97102737426758,40.00837707519531
2242.4,45.97102355957031,40.00837326049805
2242.501,45.97102355957031,40.00837326049805
2242.604,45.97102355957031,40.00836944580078
2242.697,45.97101974487305,40.00836944580078
2242.81,45.97101974487305,40.008365631103516
2242.901,45.97101974487305,40.008365631103516
2243.002,45.97101974487305,40.008365631103516
